Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,daily_return,log_return,rolling_vol_20d,rolling_mean_10d,rolling_mean_5d,rolling_mean_20d,rolling_mean_50d,rolling_vol_10d,rolling_vol_5d,high_low_spread,open_close_spread,volume_change,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,bb_position,high_52w,low_52w,position_52w,momentum_1d,momentum_3d,momentum_5d,momentum_10d,momentum_20d,fetch_timestamp,data_source
2020-12-11 05:00:00+00:00,119.17976698694284,119.50100803270227,117.34967931202699,119.1603012084961,86939800,0.0,0.0,AAPL,,,,119.1603012084961,119.1603012084961,119.1603012084961,119.1603012084961,,,0.018054072529668057,-0.00016333123430990127,,,0.0,0.0,0.0,119.1603012084961,,,,,119.50100803270227,117.34967931202699,0.8416295841115182,,,,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-14 05:00:00+00:00,119.3452505477775,120.07533977310263,118.31339348591051,118.5470199584961,79184500,0.0,0.0,AAPL,-0.005146691001786996,-0.005159980834640613,,118.8536605834961,118.8536605834961,118.8536605834961,118.8536605834961,,,0.014862847567226771,-0.006688415212315859,-0.08920310375685248,0.0,-0.04892272079773363,-0.009784544159546727,-0.0391381766381869,118.8536605834961,119.72097124479522,117.98634992219696,0.014594597373630459,0.323223304703364,120.07533977310263,117.34967931202699,0.4392845930621129,-0.005146691001786996,,,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-15 05:00:00+00:00,121.03905488619017,124.50455010924838,120.83463079530905,124.48507690429688,157243700,0.0,0.0,AAPL,0.05009030971744144,0.04887616972555426,0.03905845778097263,120.73079935709636,120.73079935709636,120.73079935709636,120.73079935709636,0.03905845778097263,0.03905845778097263,0.02948079725862029,0.028470331508676325,0.9857888854510668,90.638840009922,0.38699618845080863,0.06957160236252434,0.3174245860882843,120.73079935709636,127.26225505975893,114.19934365443379,0.10819866574963849,0.7873997557443491,124.50455010924838,117.34967931202699,0.9972783289169845,0.05009030971744144,,,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-16 05:00:00+00:00,124.0275714003019,124.96207736777791,123.20013093515553,124.41694641113281,98208600,0.0,0.0,AAPL,-0.0005472984783263524,-0.0005474483008061122,0.03064976352227696,121.65233612060547,121.65233612060547,121.65233612060547,121.65233612060547,0.03064976352227696,0.03064976352227696,0.01416162736224108,0.00313942300437538,-0.3754369809410488,89.70594506625542,0.7186829732968363,0.19939387654938673,0.5192890967474495,121.65233612060547,128.1352075909657,115.16946465024525,0.10658030379183424,0.7132242096089032,124.96207736777791,117.34967931202699,0.9283890631240352,-0.0005472984783263524,0.04411406441008503,,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-17 05:00:00+00:00,125.4780203524824,126.13997577136618,124.64085061471266,125.28333282470703,94359800,0.0,0.0,AAPL,0.006963572395606521,0.0069394386984089175,0.02533021113988638,122.37853546142578,122.37853546142578,122.37853546142578,122.37853546142578,0.02533021113988638,0.02533021113988638,0.011965878643658483,-0.0015515667782171883,-0.039190050565836354,90.89734260374689,1.039474863665916,0.3674100739726926,0.6720647896932233,122.37853546142578,128.86452239697115,115.89254852588043,0.1059987670401526,0.7239287090883567,126.13997577136618,117.34967931202699,0.9025467513386292,0.006963572395606521,0.05682397472808143,,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-18 05:00:00+00:00,125.53642108894336,125.67270382324948,122.77181256405065,123.29747772216797,192541500,0.0,0.0,AAPL,-0.01585091215060197,-0.015977881364602674,0.025413541218302693,122.53169250488281,123.20597076416016,122.53169250488281,122.53169250488281,0.025413541218302693,0.025413541218302693,0.023527579905045132,-0.017835010328907514,1.0405034771163142,71.83964893401081,1.1205458822577725,0.5180372356297086,0.6025086466280639,122.53169250488281,128.38125583401293,116.68212917575268,0.0954783731383948,0.5654566139554079,126.13997577136618,117.34967931202699,0.6766322885301302,-0.01585091215060197,-0.009540092769850017,0.03471941973722448,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-21 05:00:00+00:00,121.70100182150271,124.90366074139115,120.17268202586978,124.8257827758789,121251600,0.0,0.0,AAPL,0.012395266163957919,0.0123190738224654,0.022833059351798083,122.85941968645368,124.46172332763672,122.85941968645368,122.85941968645368,0.022833059351798083,0.024494099523843793,0.037900653297049294,0.02567588522368343,-0.37025732114894716,75.75215322022424,1.2932093810829315,0.6730716647203532,0.6201377163625783,122.85941968645368,128.47385069707718,117.24498867583017,0.09139602034507323,0.6751168627510534,126.13997577136618,117.34967931202699,0.85049503147405,0.012395266163957919,0.0032860183161471657,0.052964324363286686,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-22 05:00:00+00:00,128.1160699450411,130.8417396142282,126.20809672049869,128.37890625,168904800,0.0,0.0,AAPL,0.028464660065466107,0.028067068864691565,0.02223464451141144,123.54935550689697,125.24048919677735,123.54935550689697,123.54935550689697,0.02223464451141144,0.01632798244525055,0.036093490971999265,0.0020515482957888156,0.39301089635105857,81.67222277850327,1.697189671476039,0.8778952660714904,0.8192944054045487,123.54935550689697,130.04943875006057,117.04927226373337,0.10522245488849585,0.8714991456595929,130.8417396142282,117.34967931202699,0.8174605427885321,0.028464660065466107,0.024708581385077144,0.03127948700788186,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-23 05:00:00+00:00,128.65146195480474,128.91428338608608,127.30809300233021,127.48332214355469,88223700,0.0,0.0,AAPL,-0.00697610014453065,-0.007000546892796167,0.02153467342527024,123.98646291097005,125.85376434326172,123.98646291097005,123.98646291097005,0.02153467342527024,0.0172287794104169,0.012599219699869416,-0.009079879804711624,-0.47767203773960243,76.93756960237444,1.9229146463812583,1.086899142133444,0.8360155042478143,123.98646291097005,130.608242178968,117.3646836429721,0.1068145523717827,0.7640422680263919,130.8417396142282,117.34967931202699,0.7510819403819597,-0.00697610014453065,0.03394914882864741,0.024645965207095832,,,2025-12-11 03:29:34.552827,Yahoo Finance
2020-12-24 05:00:00+00:00,127.83376887622417,129.91695629713385,127.61960817236115,128.4665069580078,54930100,0.0,0.0,AAPL,0.00771226226239996,0.007682674794636988,0.020146393776376278,124.43446731567383,126.49039916992187,124.43446731567383,124.43446731567383,0.020146393776376278,0.01725335514381786,0.017882856622883324,0.004949694336214833,-0.37737705401156374,78.3174843285914,2.156281838170699,1.300775681340895,0.8555061568298039,124.43446731567383,131.29043427220103,117.57850035914663,0.11019401785414508,0.7940533164687511,130.8417396142282,117.34967931202699,0.8239533026818094,0.00771226226239996,0.02916644383208644,0.025407802151580672,,,2025-12-11 03:29:34.552827,Yahoo Finance
