date,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos
2010-01-01,3600.3712871287125,2010,1,1,4,53,0,,,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2010-02-01,3264.3366336633667,2010,2,1,0,5,0,3600.3712871287125,,,,,,,,,,,,-336.03465346534585,,-0.09333333333333316,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2010-03-01,3744.3861386138615,2010,3,1,0,9,0,3264.3366336633667,3600.3712871287125,,,,,3536.364686468647,246.34227306097225,,,,,480.0495049504948,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-04-01,3456.356435643564,2010,4,2,3,13,0,3744.3861386138615,3264.3366336633667,3600.3712871287125,,,,3488.3597359735977,241.61961887399485,,,,,-288.0297029702974,,-0.07692307692307698,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2010-05-01,3600.3712871287125,2010,5,2,5,17,1,3456.356435643564,3744.3861386138615,3264.3366336633667,3600.3712871287125,,,3600.371287128713,144.0148514851483,,,,,144.01485148514848,,0.04166666666666674,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2010-06-01,3840.3960396039606,2010,6,2,1,22,0,3600.3712871287125,3456.356435643564,3744.3861386138615,3264.3366336633667,,,3632.3745874587457,194.0096976352605,3584.3696369636964,205.17085961653353,,,240.02475247524808,,0.06666666666666687,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-07-01,3936.40594059406,2010,7,3,3,26,0,3840.3960396039606,3600.3712871287125,3456.356435643564,3744.3861386138615,,,3792.391089108911,173.08431048601156,3640.3754125412543,251.12906365309456,,,96.0099009900996,,0.025000000000000133,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2010-08-01,4080.420792079208,2010,8,3,6,30,1,3936.40594059406,3840.3960396039606,3600.3712871287125,3456.356435643564,,,3952.4075907590764,120.80980943699653,3776.389438943894,226.5236913082516,,,144.01485148514757,,0.03658536585365835,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2010-09-01,3984.410891089109,2010,9,3,2,35,0,4080.420792079208,3936.40594059406,3840.3960396039606,3600.3712871287125,3600.3712871287125,,4000.4125412541257,73.32877312538895,3816.393564356436,240.50432288839886,,,-96.00990099009869,,-0.0235294117647058,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-10-01,4224.435643564356,2010,10,4,4,39,0,3984.410891089109,4080.420792079208,3936.40594059406,3840.3960396039606,3264.3366336633667,,4096.422442244224,120.80980943699637,3944.406765676568,213.4286638290078,,,240.02475247524671,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2010-11-01,5040.519801980197,2010,11,4,0,44,0,4224.435643564356,3984.410891089109,4080.420792079208,3936.40594059406,3744.3861386138615,,4416.455445544554,553.6200964382307,4184.431518151815,439.36114069623096,,,816.0841584158416,,0.19318181818181812,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2010-12-01,5712.589108910891,2010,12,4,2,48,0,5040.519801980197,4224.435643564356,3984.410891089109,4080.420792079208,3456.356435643564,,4992.514851485148,745.2372377704626,4496.463696369637,720.8206143007077,4040.4166666666665,694.4018955379713,672.0693069306935,,0.13333333333333353,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-01-01,3763.8118811881186,2011,1,1,5,52,1,5712.589108910891,5040.519801980197,4224.435643564356,3984.410891089109,3600.3712871287125,3600.3712871287125,4838.973597359735,989.8983913869132,4467.69801980198,750.4746494850143,4054.0367161716167,686.5445837412381,-1948.7772277227723,163.44059405940607,-0.3411373005425745,0.045395483139115234,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2011-02-01,3412.522772277228,2011,2,1,1,5,0,3763.8118811881186,5712.589108910891,5040.519801980197,4224.435643564356,3840.3960396039606,3264.3366336633667,4296.307920792079,1239.0481477223868,4356.381683168317,860.8279954398936,4066.385561056106,672.2325160758502,-351.2891089108907,148.1861386138612,-0.09333333333333327,0.045395483139115234,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
