date,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos
2010-01-01,521.2871287128712,2010,1,1,4,53,0,,,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2010-02-01,472.6336633663367,2010,2,1,0,5,0,521.2871287128712,,,,,,,,,,,,-48.65346534653452,,-0.09333333333333305,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2010-03-01,542.1386138613861,2010,3,1,0,9,0,472.6336633663367,521.2871287128712,,,,,512.0198019801979,35.667170400908,,,,,69.50495049504946,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-04-01,500.4356435643564,2010,4,2,3,13,0,542.1386138613861,472.6336633663367,521.2871287128712,,,,505.0693069306931,34.98339124462088,,,,,-41.702970297029765,,-0.07692307692307698,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2010-05-01,521.2871287128712,2010,5,2,5,17,1,500.4356435643564,542.1386138613861,472.6336633663367,521.2871287128712,,,521.2871287128712,20.85148514851483,,,,,20.851485148514826,,0.04166666666666652,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2010-06-01,556.039603960396,2010,6,2,1,22,0,521.2871287128712,500.4356435643564,542.1386138613861,472.6336633663367,,,525.9207920792079,28.090091314829873,518.9702970297029,29.706083005219416,,,34.752475247524785,,0.06666666666666665,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-07-01,569.940594059406,2010,7,3,3,26,0,556.039603960396,521.2871287128712,500.4356435643564,542.1386138613861,,,549.089108910891,25.060366290848645,527.0792079207921,36.36023567793584,,,13.90099009900996,,0.025000000000000133,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2010-08-01,590.7920792079208,2010,8,3,6,30,1,569.940594059406,556.039603960396,521.2871287128712,500.4356435643564,,,572.2574257425744,17.491695622310132,546.7722772277228,32.797696462491864,,,20.851485148514826,,0.03658536585365857,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2010-09-01,576.8910891089109,2010,9,3,2,35,0,590.7920792079208,569.940594059406,556.039603960396,521.2871287128712,521.2871287128712,,579.2079207920792,10.617056560590086,552.5643564356436,34.82191083173252,,,-13.900990099009846,,-0.0235294117647058,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-10-01,611.6435643564356,2010,10,4,4,39,0,576.8910891089109,590.7920792079208,569.940594059406,556.039603960396,472.6336633663367,,593.1089108910891,17.491695622309894,571.09900990099,30.90170609631067,,,34.75247524752467,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2010-11-01,729.8019801980198,2010,11,4,0,44,0,611.6435643564356,576.8910891089109,590.7920792079208,569.940594059406,542.1386138613861,,639.4455445544554,80.15701922236515,605.8514851485148,63.61380236542301,,,118.1584158415842,,0.19318181818181834,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2010-12-01,827.1089108910891,2010,12,4,2,48,0,729.8019801980198,611.6435643564356,576.8910891089109,590.7920792079208,500.4356435643564,,722.8514851485148,107.90069937400509,651.029702970297,104.36548855091185,585.0,100.54040026145321,97.30693069306926,,0.1333333333333333,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-01-01,543.7871287128712,2011,1,1,5,52,1,827.1089108910891,729.8019801980198,611.6435643564356,576.8910891089109,521.2871287128712,521.2871287128712,700.2326732673267,143.9568199094141,646.6707920792079,108.87819021898828,586.875,99.44805689593329,-283.32178217821786,22.5,-0.34254471019176913,0.04316239316239323,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2011-02-01,493.03366336633667,2011,2,1,1,5,0,543.7871287128712,827.1089108910891,729.8019801980198,611.6435643564356,556.039603960396,472.6336633663367,621.309900990099,180.02472863010038,630.3777227722771,125.02915951821154,588.5749999999999,97.47237822699553,-50.75346534653454,20.399999999999977,-0.09333333333333316,0.04316239316239301,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2011-03-01,565.5386138613861,2011,3,1,1,9,0,493.03366336633667,543.7871287128712,827.1089108910891,729.8019801980198,569.940594059406,542.1386138613861,534.119801980198,37.20665083274147,628.4856435643563,126.08192886412938,590.525,96.68985883563442,72.50495049504946,23.399999999999977,0.1470588235294117,0.04316239316239301,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2011-04-01,522.0356435643564,2011,4,2,4,13,0,565.5386138613861,493.03366336633667,543.7871287128712,827.1089108910891,590.7920792079208,500.4356435643564,526.869306930693,36.4933581316744,613.5509900990099,133.56118264950422,592.3249999999999,95.04737413052325,-43.50297029702972,21.600000000000023,-0.07692307692307698,0.04316239316239323,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2011-05-01,543.7871287128712,2011,5,2,6,17,1,522.0356435643564,565.5386138613861,493.03366336633667,543.7871287128712,576.8910891089109,521.2871287128712,543.7871287128712,21.751485148513844,582.548514851485,122.29368780222073,594.1999999999999,93.73143205808987,21.751485148514803,22.5,0.04166666666666652,0.04316239316239323,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2011-06-01,580.039603960396,2011,6,2,2,22,0,543.7871287128712,522.0356435643564,565.5386138613861,493.03366336633667,611.6435643564356,556.039603960396,548.620792079208,29.30252688012737,541.3702970297029,30.98826863920566,596.1999999999999,93.0970636693292,36.252475247524785,24.0,0.06666666666666665,0.04316239316239323,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2011-07-01,594.540594059406,2011,7,3,4,26,0,580.039603960396,543.7871287128712,522.0356435643564,565.5386138613861,729.8019801980198,569.940594059406,572.7891089108911,26.142031673487168,549.8292079207921,37.92963046574441,598.25,92.73641195741305,14.500990099009982,24.600000000000023,0.025000000000000133,0.04316239316239323,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2011-08-01,616.2920792079208,2011,8,3,0,31,0,594.540594059406,580.039603960396,543.7871287128712,522.0356435643564,827.1089108910891,590.7920792079208,596.9574257425743,18.24667906583634,570.3722772277227,34.213323532027,600.375,92.84208081453015,21.751485148514803,25.5,0.03658536585365835,0.04316239316239323,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2011-09-01,601.7910891089109,2011,9,3,3,35,0,616.2920792079208,594.540594059406,580.039603960396,543.7871287128712,543.7871287128712,576.8910891089109,604.2079207920792,11.075314130084324,576.4143564356435,36.32490783771777,602.4499999999999,92.54729277869137,-14.500990099009869,24.899999999999977,-0.0235294117647058,0.04316239316239301,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2011-10-01,638.0435643564356,2011,10,4,5,39,1,601.7910891089109,616.2920792079208,594.540594059406,580.039603960396,493.03366336633667,611.6435643564356,618.7089108910891,18.246679065836275,595.74900990099,32.235497684228605,604.65,93.09785448427752,36.25247524752467,26.399999999999977,0.06024096385542155,0.04316239316239323,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2011-11-01,761.3019801980198,2011,11,4,1,44,0,638.0435643564356,601.7910891089109,616.2920792079208,594.540594059406,565.5386138613861,729.8019801980198,667.0455445544554,83.61678800076632,632.0014851485149,66.3595263136743,607.275,97.29685263423482,123.25841584158422,31.5,0.19318181818181834,0.04316239316239323,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2011-12-01,862.8089108910891,2011,12,4,3,48,0,761.3019801980198,638.0435643564356,601.7910891089109,616.2920792079208,522.0356435643564,827.1089108910891,754.0514851485149,112.55795178288312,679.129702970297,108.87015280033164,610.25,104.87996454624248,101.50693069306931,35.700000000000045,0.1333333333333333,0.04316239316239323,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2012-01-01,574.8267326732673,2012,1,1,6,52,1,862.8089108910891,761.3019801980198,638.0435643564356,601.7910891089109,543.7871287128712,543.7871287128712,732.9792079207922,146.06528785057398,675.8440594059406,112.18072062390246,612.8366336633663,103.46500643357729,-287.9821782178218,31.039603960396107,-0.3337728372791149,0.05708043151713782,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
