date,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos
2010-01-01,3058.217821782178,2010,1,1,4,53,0,,,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2010-02-01,2772.784158415842,2010,2,1,0,5,0,3058.217821782178,,,,,,,,,,,,-285.4336633663361,,-0.09333333333333316,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2010-03-01,3180.546534653465,2010,3,1,0,9,0,2772.784158415842,3058.217821782178,,,,,3003.849504950495,209.24739968532697,,,,,407.76237623762336,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-04-01,2935.8891089108906,2010,4,2,3,13,0,3180.546534653465,2772.784158415842,3058.217821782178,,,,2963.0732673267325,205.2358953017758,,,,,-244.65742574257456,,-0.07692307692307698,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2010-05-01,3058.217821782178,2010,5,2,5,17,1,2935.8891089108906,3180.546534653465,2772.784158415842,3058.217821782178,,,3058.217821782178,122.32871287128731,,,,,122.32871287128728,,0.04166666666666674,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2010-06-01,3262.09900990099,2010,6,2,1,22,0,3058.217821782178,2935.8891089108906,3180.546534653465,2772.784158415842,,,3085.4019801980194,164.79520238033575,3044.6257425742574,174.27568696395406,,,203.88118811881213,,0.06666666666666665,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-07-01,3343.651485148515,2010,7,3,3,26,0,3262.09900990099,3058.217821782178,2935.8891089108906,3180.546534653465,,,3221.3227722772276,147.0208155729798,3092.1980198019796,213.31338264389052,,,81.55247524752485,,0.025000000000000133,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2010-08-01,3465.980198019802,2010,8,3,6,30,1,3343.651485148515,3262.09900990099,3058.217821782178,2935.8891089108906,,,3357.2435643564354,102.6179476508895,3207.7306930693067,192.41315257995288,,,122.32871287128728,,0.03658536585365857,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2010-09-01,3384.4277227722773,2010,9,3,2,35,0,3465.980198019802,3343.651485148515,3262.09900990099,3058.217821782178,3058.217821782178,,3398.019801980198,62.28673182213513,3241.710891089109,204.28854354616468,,,-81.55247524752485,,-0.02352941176470591,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-10-01,3588.308910891089,2010,10,4,4,39,0,3384.4277227722773,3465.980198019802,3343.651485148515,3262.09900990099,2772.784158415842,,3479.5722772277227,102.61794765088973,3350.447524752475,181.29000909835653,,,203.88118811881168,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2010-11-01,4281.504950495049,2010,11,4,0,44,0,3588.308910891089,3384.4277227722773,3465.980198019802,3343.651485148515,3180.546534653465,,3751.4138613861383,470.25451277121044,3554.3287128712873,373.20097387714844,,,693.1960396039603,,0.19318181818181812,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2010-12-01,4852.372277227722,2010,12,4,2,48,0,4281.504950495049,3588.308910891089,3384.4277227722773,3465.980198019802,2935.8891089108906,,4240.728712871287,633.0174363274984,3819.374257425743,612.277532832016,3432.0,589.8370148671922,570.8673267326731,,0.1333333333333333,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-01-01,3375.4455445544554,2011,1,1,5,52,1,4852.372277227722,4281.504950495049,3588.308910891089,3384.4277227722773,3058.217821782178,3058.217821782178,4169.774257425743,744.7757744795039,3824.673267326733,607.4555053774958,3458.4356435643563,578.5627895406298,-1476.926732673267,317.2277227722775,-0.30437209848974556,0.10372960372960383,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2011-02-01,3060.40396039604,2011,2,1,1,5,0,3375.4455445544554,4852.372277227722,4281.504950495049,3588.308910891089,3262.09900990099,2772.784158415842,3762.740594059406,956.7056515252882,3757.077227722772,674.2466111436969,3482.4039603960396,552.9673190269103,-315.0415841584154,287.6198019801982,-0.09333333333333316,0.10372960372960383,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2011-03-01,3510.4633663366335,2011,3,1,1,9,0,3060.40396039604,3375.4455445544554,4852.372277227722,4281.504950495049,3343.651485148515,3180.546534653465,3315.4376237623765,230.9525495361399,3778.083168316832,662.1700248486463,3509.89702970297,544.7351661376141,450.0594059405935,329.9168316831683,0.14705882352941146,0.10372960372960383,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2011-04-01,3240.427722772277,2011,4,2,4,13,0,3510.4633663366335,3060.40396039604,3375.4455445544554,4852.372277227722,3465.980198019802,2935.8891089108906,3270.4316831683172,226.52493339252348,3720.1029702970295,696.4530993840164,3535.2752475247526,522.1894797576014,-270.03564356435663,304.53861386138624,-0.07692307692307698,0.10372960372960383,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2011-05-01,3375.4455445544554,2011,5,2,6,17,1,3240.427722772277,3510.4633663366335,3060.40396039604,3375.4455445544554,3384.4277227722773,3058.217821782178,3375.4455445544554,135.01782178218517,3569.093069306931,646.8426724907714,3561.7108910891093,503.5398339349997,135.01782178217854,317.2277227722775,0.04166666666666674,0.10372960372960383,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2011-06-01,3600.4752475247524,2011,6,2,2,22,0,3375.4455445544554,3240.427722772277,3510.4633663366335,3060.40396039604,3588.308910891089,3262.09900990099,3405.4495049504953,181.88934341979254,3360.4435643564357,192.3532349124277,3589.908910891089,494.6320821933216,225.02970297029697,338.37623762376234,0.06666666666666665,0.10372960372960383,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2011-07-01,3690.4871287128713,2011,7,3,4,26,0,3600.4752475247524,3375.4455445544554,3240.427722772277,3510.4633663366335,4281.504950495049,3343.651485148515,3555.4693069306936,162.2712265123725,3412.9504950495048,235.44029529576113,3618.811881188119,489.0360222786033,90.01188118811888,346.83564356435636,0.02499999999999991,0.1037296037296036,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2011-08-01,3825.50495049505,2011,8,3,0,31,0,3690.4871287128713,3600.4752475247524,3375.4455445544554,3240.427722772277,4852.372277227722,3465.980198019802,3705.4891089108914,113.26246669626691,3540.467326732674,212.3720926494336,3648.772277227723,489.83406647707324,135.01782178217854,359.5247524752476,0.03658536585365857,0.10372960372960383,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2011-09-01,3735.493069306931,2011,9,3,3,35,0,3825.50495049505,3690.4871287128713,3600.4752475247524,3375.4455445544554,3375.4455445544554,3384.4277227722773,3750.495049504951,68.74770983166557,3577.9722772277223,225.47931321470477,3678.0277227722777,483.04746789868074,-90.01188118811888,351.0653465346536,-0.02352941176470591,0.10372960372960383,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
