date,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos
2010-01-01,19277.9702970297,2010,1,1,4,53,0,,,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2010-02-01,17478.693069306933,2010,2,1,0,5,0,19277.9702970297,,,,,,,,,,,,-1799.2772277227668,,-0.09333333333333305,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2010-03-01,20049.08910891089,2010,3,1,0,9,0,17478.693069306933,19277.9702970297,,,,,18935.25082508251,1319.024801678024,,,,,2570.3960396039583,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-04-01,18506.851485148512,2010,4,2,3,13,0,20049.08910891089,17478.693069306933,19277.9702970297,,,,18678.211221122114,1293.7376354723683,,,,,-1542.2376237623794,,-0.0769230769230771,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2010-05-01,19277.9702970297,2010,5,2,5,17,1,18506.851485148512,20049.08910891089,17478.693069306933,19277.9702970297,,,19277.9702970297,771.1188118811916,,,,,771.1188118811879,,0.04166666666666674,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2010-06-01,20563.168316831685,2010,6,2,1,22,0,19277.9702970297,18506.851485148512,20049.08910891089,17478.693069306933,,,19449.330033003298,1038.8131917725102,19192.290429042903,1098.5749585448755,,,1285.1980198019846,,0.06666666666666687,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-07-01,21077.24752475247,2010,7,3,3,26,0,20563.168316831685,19277.9702970297,18506.851485148512,20049.08910891089,,,20306.128712871287,926.7694719041685,19492.1699669967,1344.6553823858885,,,514.0792079207858,,0.02499999999999969,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2010-08-01,21848.366336633662,2010,8,3,6,30,1,21077.24752475247,20563.168316831685,19277.9702970297,18506.851485148512,,,21162.927392739275,646.8688177361925,20220.448844884486,1212.9074043629,,,771.1188118811915,,0.03658536585365879,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2010-09-01,21334.287128712873,2010,9,3,2,35,0,21848.366336633662,21077.24752475247,20563.168316831685,19277.9702970297,19277.9702970297,,21419.96699669967,392.6344805833462,20434.648514851484,1287.7658505735224,,,-514.0792079207895,,-0.0235294117647058,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-10-01,22619.48514851485,2010,10,4,4,39,0,21334.287128712873,21848.366336633662,21077.24752475247,20563.168316831685,17478.693069306933,,21934.046204620463,646.8688177361961,21120.08745874587,1142.7908717469059,,,1285.1980198019774,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2010-11-01,26989.158415841583,2010,11,4,0,44,0,22619.48514851485,21334.287128712873,21848.366336633662,21077.24752475247,20049.08910891089,,23647.643564356433,2964.325321982662,22405.285478547852,2352.532654143519,,,4369.6732673267325,,0.19318181818181812,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2010-12-01,30587.712871287127,2010,12,4,2,48,0,26989.158415841583,22619.48514851485,21334.287128712873,21848.366336633662,18506.851485148512,,26732.118811881188,3990.3277157386838,24076.04290429043,3859.590382151318,21634.166666666668,3718.13295040967,3598.5544554455446,,0.1333333333333333,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-01-01,20306.732673267325,2011,1,1,5,52,1,30587.712871287127,26989.158415841583,22619.48514851485,21334.287128712873,19277.9702970297,19277.9702970297,25961.20132013201,5217.006833518967,23947.62376237624,3989.941518951679,21719.896864686467,3670.4206184336917,-10280.980198019803,1028.7623762376243,-0.336114708585179,0.053364662378182715,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2011-02-01,18411.437623762376,2011,2,1,1,5,0,20306.732673267325,30587.712871287127,26989.158415841583,22619.48514851485,20563.168316831685,17478.693069306933,23101.961056105607,6551.747553900374,23374.802310231025,4557.891954596786,21797.625577557756,3581.2320703623973,-1895.295049504948,932.744554455443,-0.09333333333333327,0.05336466237818249,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
