year,month,quarter,day_of_week,week_of_year,is_weekend,y,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos,day_of_month,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,week_of_month,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,lag_1d,lag_7d,lag_14d,lag_30d,lag_4w,lag_8w,lag_12w,lag_3m,lag_6m,lag_12m,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,rolling_mean_12w,rolling_std_12w,rolling_mean_3m,rolling_std_3m,rolling_mean_6m,rolling_std_6m,rolling_mean_12m,rolling_std_12m,pct_change_1w,diff_1w,pct_change_1m,diff_1m,pct_change_1y,diff_1y,momentum_30d,momentum_90d,yoy_change,index
2015,1,1,5,5,1,4237.79702970297,,,,,,,4237.79702970297,,4237.79702970297,,4237.79702970297,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,31,31,0,1,0,0,5,0.5086709438521044,0.8609610158889943,-0.9749279121818236,-0.2225209339563146,,,,,,,,,,,4237.79702970297,,4237.79702970297,,4237.79702970297,,4237.79702970297,,4237.79702970297,,4237.79702970297,,4237.79702970297,,4237.79702970297,,4237.79702970297,,,,,,,,,,,2015-01-31
2015,2,1,5,9,1,3842.2693069306933,4237.79702970297,,,,,,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,-395.5277227722763,,-0.09333333333333316,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,28,59,0,1,0,0,4,0.8498170915275278,0.5270777086423722,-0.9749279121818236,-0.2225209339563146,4237.79702970297,,,,,,,,,,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,4040.0331683168315,279.6803349195494,,,,,,,,,,2015-02-28
2015,3,1,1,14,0,4407.308910891089,3842.2693069306933,4237.79702970297,,,,,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,565.0396039603957,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31,90,0,1,0,1,5,0.9997685019798909,0.021516097436222254,0.7818314824680298,0.6234898018587336,3842.2693069306933,,,,,,,,,,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,4162.458415841585,289.9558045027664,,,,,,,,,,2015-03-31
2015,4,2,3,18,0,4068.2851485148512,4407.308910891089,3842.2693069306933,4237.79702970297,,,,4105.954455445545,284.39703061812946,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,-339.02376237623776,,-0.07692307692307698,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,30,120,0,1,0,0,5,0.8800122039735357,-0.47495107206704995,0.43388373911755823,-0.900968867902419,4407.308910891089,,,,,,,,,,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,4138.915099009901,241.38502462451774,,,,,,,,,,2015-04-30
2015,5,2,6,22,1,4237.79702970297,4068.2851485148512,4407.308910891089,3842.2693069306933,4237.79702970297,,,4237.797029702971,169.51188118811922,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,169.51188118811842,,0.04166666666666652,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31,151,0,1,0,0,5,0.5160623910158528,-0.8565509959010036,-0.7818314824680299,0.6234898018587334,4068.2851485148512,,,,,,,,,,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,4158.691485148514,213.67165190603095,,,,,,,,,,2015-05-31
2015,6,2,1,27,0,4520.316831683168,4237.79702970297,4068.2851485148512,4407.308910891089,3842.2693069306933,,,4275.466336633663,228.35803721453416,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,282.5198019801983,,0.06666666666666665,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,30,181,0,1,0,1,5,0.02581844022713308,-0.9996666485105112,0.7818314824680298,0.6234898018587336,4237.79702970297,,,,,,,,,,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,4218.962376237624,241.49522094371358,,,,,,,,,,2015-06-30
2015,7,3,4,31,0,4633.324752475248,4520.316831683168,4237.79702970297,4068.2851485148512,4407.308910891089,,,4463.8128712871285,203.7279264747084,4284.883663366337,295.5900697869125,4278.157001414426,270.4218500743484,113.00792079207986,,0.025000000000000133,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,31,212,0,1,0,0,5,-0.4862727071086902,-0.8738071036110807,-0.433883739117558,-0.9009688679024191,4520.316831683168,,,,,,,,,,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,4278.157001414426,270.4218500743484,,,,,,,,,,2015-07-31
2015,8,3,0,36,0,4802.836633663366,4633.324752475248,4520.316831683168,4237.79702970297,4068.2851485148512,,,4652.159405940594,142.1985153090654,4444.978217821782,266.6284529085416,4343.741955445545,311.5962334543519,169.51188118811842,,0.03658536585365835,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,243,0,1,0,0,5,-0.8631421280499115,-0.5049610547215202,0.0,1.0,4633.324752475248,4237.79702970297,,,,,,,,,4358.876944837341,333.37108610444517,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,4343.741955445545,311.5962334543519,0.13333333333333353,565.0396039603966,,,,,,,,2015-08-31
2015,9,3,2,40,0,4689.828712871287,4802.836633663366,4633.324752475248,4520.316831683168,4237.79702970297,4237.79702970297,,4708.663366336634,86.31122519321328,4492.064851485148,283.0842776718174,4382.19603960396,313.47110777747037,-113.00792079207895,,-0.0235294117647058,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,30,273,0,1,0,1,5,-0.9999166586547379,-0.012910296075008843,0.9749279121818236,-0.22252093395631434,4802.836633663366,3842.2693069306933,,,,,,,,,4479.956859971711,260.3974163278857,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,4382.19603960396,313.47110777747037,0.22058823529411753,847.5594059405939,,,,,,,,2015-09-30
2015,10,4,5,44,1,4972.348514851485,4689.828712871287,4802.836633663366,4633.324752475248,4520.316831683168,3842.2693069306933,,4821.671287128713,142.1985153090649,4642.742079207921,251.21502353424216,4441.211287128713,349.53382175033875,282.51980198019737,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,31,304,0,1,0,0,5,-0.867456354729597,0.4975132889071803,-0.9749279121818236,-0.2225209339563146,4689.828712871287,4407.308910891089,,,,,,,,,4560.6768033946255,315.8065702841066,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,4441.211287128713,349.53382175033875,0.1282051282051282,565.0396039603957,,,,,,,,2015-10-31
2015,11,4,0,49,0,5932.915841584158,4972.348514851485,4689.828712871287,4802.836633663366,4633.324752475248,4407.308910891089,,5198.3643564356435,651.6354601141265,4925.261881188118,517.1475907681406,4576.820792079208,558.7896021355085,960.5673267326738,,0.19318181818181834,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,30,334,0,1,0,0,5,-0.5086709438521042,0.8609610158889945,0.0,1.0,4972.348514851485,4068.2851485148512,,,,,,,,,4827.052616690241,538.8723809619264,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,4576.820792079208,558.7896021355085,0.4583333333333335,1864.6306930693072,,,,,,,,2015-11-30
2015,12,4,3,53,0,6723.971287128713,5932.915841584158,4972.348514851485,4689.828712871287,4802.836633663366,4068.2851485148512,,5876.411881188119,877.1773522186766,5292.537623762376,848.4379011555567,4755.75,817.3418949459942,791.0554455445545,,0.1333333333333333,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,31,365,0,1,0,1,5,6.432490598706546e-16,1.0,0.43388373911755823,-0.900968867902419,5932.915841584158,4237.79702970297,,,,,,,,,5182.220367751061,827.6845245914047,4755.75,817.3418949459942,4755.75,817.3418949459942,4755.75,817.3418949459942,4755.75,817.3418949459942,4755.75,817.3418949459942,4755.75,817.3418949459942,4755.75,817.3418949459942,4755.75,817.3418949459942,0.5866666666666669,2486.1742574257432,,,,,,,,2015-12-31
2016,1,1,6,4,1,4241.361386138614,6723.971287128713,5932.915841584158,4972.348514851485,4689.828712871287,4237.79702970297,4237.79702970297,5632.749504950495,1268.232176046473,5227.210396039603,921.3075874395913,4756.047029702971,817.1371762820366,-2482.609900990099,3.5643564356441857,-0.36921780224469536,0.0008410871050834601,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,31,31,0,1,0,0,5,0.5086709438521044,0.8609610158889943,-0.7818314824680299,0.6234898018587334,6723.971287128713,4520.316831683168,,,,,,,,,5142.369589816125,870.4742743849556,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,4716.181645087586,795.4436728647656,-0.06171148083898437,-278.9554455445541,,,,,,,,2016-01-31
2016,2,1,0,9,0,3845.5009900990103,4241.361386138614,6723.971287128713,5932.915841584158,4972.348514851485,4520.316831683168,3842.2693069306933,4936.9445544554455,1560.2162576882818,5067.654455445544,1078.917750022402,4756.316336633663,816.8091079300807,-395.86039603960353,3.2316831683169767,-0.09333333333333327,0.0008410871050834601,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,29,60,0,1,0,0,5,0.8587639582758029,0.5123714121284237,0.0,1.0,4241.361386138614,4633.324752475248,,,,,,,,,5029.82333804809,989.9854949438807,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,4653.990169731259,798.8791922187195,-0.17003422044944305,-787.8237623762375,,,,,,,,2016-02-29
