index,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos,day_of_month,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,week_of_month,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,lag_1d,lag_7d,lag_14d,lag_30d,lag_4w,lag_8w,lag_12w,lag_3m,lag_6m,lag_12m,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,rolling_mean_12w,rolling_std_12w,rolling_mean_3m,rolling_std_3m,rolling_mean_6m,rolling_std_6m,rolling_mean_12m,rolling_std_12m,pct_change_1w,diff_1w,pct_change_1m,diff_1m,pct_change_1y,diff_1y,momentum_30d,momentum_90d,yoy_change
2010-01-01,547.3514851485148,2010,1,1,4,53,0,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,102.29559246247197,22.5,0.18689196108550932,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1,1,1,0,1,0,1,0.017213356155834685,0.9998518392091162,-0.433883739117558,-0.9009688679024191,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,547.3514851485148,72.33390711570945,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-02,649.6470776109868,2010,1,1,5,53,1,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,102.29559246247197,22.5,0.18689196108550932,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,2,2,0,0,0,0,1,0.03442161162274574,0.9994074007397048,-0.9749279121818236,-0.2225209339563146,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,598.4992813797508,72.33390711570945,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-03,621.7778345576492,2010,1,1,6,53,1,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,-27.86924305333764,22.5,-0.04289905090595347,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,3,3,0,0,0,0,1,0.051619667223253764,0.998666816288476,-0.7818314824680299,0.6234898018587334,649.6470776109868,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,606.258799105717,52.88409406741113,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-04,464.92085595656334,2010,1,1,0,1,0,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,-156.8569786010858,22.5,-0.2522717438338381,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,4,4,0,0,0,0,1,0.06880242680231986,0.9976303053065857,0.0,1.0,621.7778345576492,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,570.9243133184285,82.81659544013829,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-05,489.2587991057169,2010,1,1,1,1,0,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,24.337943149153546,22.5,0.05234857253086411,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,5,5,0,0,0,0,1,0.08596479873744647,0.9962981749346078,0.7818314824680298,0.6234898018587336,464.92085595656334,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,554.5912104758862,80.48473521449252,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-06,487.76780581283924,2010,1,1,2,1,0,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,-1.490993292877647,22.5,-0.0030474531998258003,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,6,6,0,0,0,0,1,0.10310169744743485,0.9946708199115211,0.9749279121818236,-0.22252093395631434,489.2587991057169,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,543.4539763653784,76.98351761144156,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-07,511.87032896838065,2010,1,1,3,1,0,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,24.102523155541405,22.5,0.04941392783268217,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,7,7,0,0,0,0,1,0.1202080448993527,0.9927487224577402,0.43388373911755823,-0.900968867902419,487.76780581283924,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,538.9420267372359,71.28269177007519,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-08,535.8159054615138,2010,1,1,4,1,0,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,23.94557649313316,22.5,0.04678055190538766,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,8,8,0,0,0,0,2,0.13727877211326478,0.9905324521322229,-0.433883739117558,-0.9009688679024191,511.87032896838065,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,537.29408678195,71.18915715274713,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,538.5512615777706,66.00420325455144,-0.02107526881720445,-11.535579687001018,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-09,635.9142446502715,2010,1,1,5,1,1,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,100.09833918875768,22.5,0.18681479621725683,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,9,9,0,0,0,0,2,0.15430882066428117,0.9880226656636976,-0.9749279121818236,-0.2225209339563146,535.8159054615138,649.6470776109868,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,535.3322535018478,67.6796080043339,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,549.3693708080485,69.75147939093215,-0.021138912855910075,-13.732832960715314,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
2010-01-10,608.5943149153625,2010,1,1,6,1,1,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,521.2871287128712,512.0198019801979,35.667170400908,518.9702970297029,29.706083005219416,585.0,100.5404002614532,-27.31992973490901,22.5,-0.04296165711767308,0.0431623931623932,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,10,10,0,0,0,0,2,0.1712931441814776,0.9852201067560606,-0.7818314824680299,0.6234898018587334,635.9142446502715,621.7778345576492,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,547.3514851485148,533.4488935529497,65.00363821013465,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,555.2918652187798,68.37720999625863,-0.021202942449155993,-13.183519642286683,0.03963133640553007,21.69227083998726,0.24185999185999174,132.38242574257413,3.963133640553007,-8.571428571428575,
