year,month,quarter,day_of_week,week_of_year,is_weekend,y,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos,day_of_month,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,week_of_month,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,lag_1d,lag_7d,lag_14d,lag_30d,lag_4w,lag_8w,lag_12w,lag_3m,lag_6m,lag_12m,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,rolling_mean_12w,rolling_std_12w,rolling_mean_3m,rolling_std_3m,rolling_mean_6m,rolling_std_6m,rolling_mean_12m,rolling_std_12m,pct_change_1w,diff_1w,pct_change_1m,diff_1m,pct_change_1y,diff_1y,momentum_30d,momentum_90d,yoy_change,index
2015,1,1,5,5,1,631.559405940594,,,,,,,631.559405940594,,631.559405940594,,631.559405940594,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,31,31,0,1,0,0,5,0.5086709438521044,0.8609610158889943,-0.9749279121818236,-0.2225209339563146,,,,,,,,,,,631.559405940594,,631.559405940594,,631.559405940594,,631.559405940594,,631.559405940594,,631.559405940594,,631.559405940594,,631.559405940594,,631.559405940594,,,,,,,,,,,2015-01-31
2015,2,1,5,9,1,572.6138613861386,631.559405940594,,,,,,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,-58.94554455445541,,-0.09333333333333327,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,28,59,0,1,0,0,4,0.8498170915275278,0.5270777086423722,-0.9749279121818236,-0.2225209339563146,631.559405940594,,,,,,,,,,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,602.0866336633663,41.680794275189186,,,,,,,,,,2015-02-28
2015,3,1,1,14,0,656.8217821782179,572.6138613861386,631.559405940594,,,,,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,84.20792079207922,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31,90,0,1,0,1,5,0.9997685019798909,0.021516097436222254,0.7818314824680298,0.6234898018587336,572.6138613861386,,,,,,,,,,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,620.3316831683169,43.21214875494628,,,,,,,,,,2015-03-31
2015,4,2,3,18,0,606.2970297029702,656.8217821782179,572.6138613861386,631.559405940594,,,,611.910891089109,42.38372400790611,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,-50.524752475247624,,-0.0769230769230771,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,30,120,0,1,0,0,5,0.8800122039735357,-0.47495107206704995,0.43388373911755823,-0.900968867902419,656.8217821782179,,,,,,,,,,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,616.8230198019802,35.97363953164634,,,,,,,,,,2015-04-30
2015,5,2,6,22,1,631.559405940594,606.2970297029702,656.8217821782179,572.6138613861386,631.559405940594,,,631.559405940594,25.262376237623734,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,25.262376237623812,,0.04166666666666674,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31,151,0,1,0,0,5,0.5160623910158528,-0.8565509959010036,-0.7818314824680299,0.6234898018587334,606.2970297029702,,,,,,,,,,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,619.770297029703,31.843512230121338,,,,,,,,,,2015-05-31
2015,6,2,1,27,0,673.6633663366337,631.559405940594,606.2970297029702,656.8217821782179,572.6138613861386,,,637.1732673267327,34.03222601604391,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,42.10396039603961,,0.06666666666666665,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,30,181,0,1,0,1,5,0.02581844022713308,-0.9996666485105112,0.7818314824680298,0.6234898018587336,631.559405940594,,,,,,,,,,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,628.7524752475248,35.990062102477424,,,,,,,,,,2015-06-30
2015,7,3,4,31,0,690.5049504950496,673.6633663366337,631.559405940594,606.2970297029702,656.8217821782179,,,665.2425742574258,30.36159762160514,638.5767326732674,44.05182399442237,637.5742574257426,40.30100115443291,16.841584158415912,,0.025000000000000133,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,31,212,0,1,0,0,5,-0.4862727071086902,-0.8738071036110807,-0.433883739117558,-0.9009688679024191,673.6633663366337,,,,,,,,,,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,637.5742574257426,40.30100115443291,,,,,,,,,,2015-07-31
2015,8,3,0,36,0,715.7673267326733,690.5049504950496,673.6633663366337,631.559405940594,606.2970297029702,,,693.3118811881187,21.19186200395298,662.4356435643565,39.735670714173054,647.3483910891089,46.43722450944049,25.262376237623698,,0.03658536585365835,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,243,0,1,0,0,5,-0.8631421280499115,-0.5049610547215202,0.0,1.0,690.5049504950496,631.559405940594,,,,,,,,,649.6039603960396,49.68233344404672,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,647.3483910891089,46.43722450944049,0.1333333333333333,84.20792079207922,,,,,,,,2015-08-31
2015,9,3,2,40,0,698.9257425742575,715.7673267326733,690.5049504950496,673.6633663366337,631.559405940594,631.559405940594,,701.7326732673267,12.862972371484807,669.4529702970298,42.18808427690694,653.0792079207921,46.71663725748447,-16.8415841584158,,-0.0235294117647058,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,30,273,0,1,0,1,5,-0.9999166586547379,-0.012910296075008843,0.9749279121818236,-0.22252093395631434,715.7673267326733,572.6138613861386,,,,,,,,,667.6485148514852,38.807058575910865,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,653.0792079207921,46.71663725748447,0.22058823529411775,126.31188118811883,,,,,,,,2015-09-30
2015,10,4,5,44,1,741.029702970297,698.9257425742575,715.7673267326733,690.5049504950496,673.6633663366337,572.6138613861386,,718.5742574257425,21.191862003952828,691.9084158415841,37.438605462838275,661.8742574257426,52.091067900026744,42.1039603960395,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,31,304,0,1,0,0,5,-0.867456354729597,0.4975132889071803,-0.9749279121818236,-0.2225209339563146,698.9257425742575,656.8217821782179,,,,,,,,,679.6782178217821,47.06469151844809,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,661.8742574257426,52.091067900026744,0.12820512820512797,84.20792079207911,,,,,,,,2015-10-31
