year,month,quarter,day_of_week,week_of_year,is_weekend,y,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos,day_of_month,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,week_of_month,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,lag_1d,lag_7d,lag_14d,lag_30d,lag_4w,lag_8w,lag_12w,lag_3m,lag_6m,lag_12m,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,rolling_mean_12w,rolling_std_12w,rolling_mean_3m,rolling_std_3m,rolling_mean_6m,rolling_std_6m,rolling_mean_12m,rolling_std_12m,pct_change_1w,diff_1w,pct_change_1m,diff_1m,pct_change_1y,diff_1y,momentum_30d,momentum_90d,yoy_change,index
2015,1,1,5,5,1,680.2722772277227,,,,,,,680.2722772277227,,680.2722772277227,,680.2722772277227,,,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,31,31,0,1,0,0,5,0.5086709438521044,0.8609610158889943,-0.9749279121818236,-0.2225209339563146,,,,,,,,,,,680.2722772277227,,680.2722772277227,,680.2722772277227,,680.2722772277227,,680.2722772277227,,680.2722772277227,,680.2722772277227,,680.2722772277227,,680.2722772277227,,,,,,,,,,,2015-01-31
2015,2,1,5,9,1,616.780198019802,680.2722772277227,,,,,,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,-63.49207920792071,,-0.09333333333333327,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,28,59,0,1,0,0,4,0.8498170915275278,0.5270777086423722,-0.9749279121818236,-0.2225209339563146,680.2722772277227,,,,,,,,,,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,648.5262376237624,44.89567975955417,,,,,,,,,,2015-02-28
2015,3,1,1,14,0,707.4831683168317,616.780198019802,680.2722772277227,,,,,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,90.70297029702965,,0.1470588235294117,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31,90,0,1,0,1,5,0.9997685019798909,0.021516097436222254,0.7818314824680298,0.6234898018587336,616.780198019802,,,,,,,,,,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,668.1785478547855,46.54514929383452,,,,,,,,,,2015-03-31
2015,4,2,3,18,0,653.0613861386138,707.4831683168317,616.780198019802,680.2722772277227,,,,659.1082508250825,45.65282723532363,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,-54.42178217821788,,-0.07692307692307698,,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,30,120,0,1,0,0,5,0.8800122039735357,-0.47495107206704995,0.43388373911755823,-0.900968867902419,707.4831683168317,,,,,,,,,,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,664.3992574257426,38.748325896462305,,,,,,,,,,2015-04-30
2015,5,2,6,22,1,680.2722772277227,653.0613861386138,707.4831683168317,616.780198019802,680.2722772277227,,,680.2722772277228,27.210891089108944,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,27.21089108910894,,0.04166666666666674,,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31,151,0,1,0,0,5,0.5160623910158528,-0.8565509959010036,-0.7818314824680299,0.6234898018587334,653.0613861386138,,,,,,,,,,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,667.5738613861386,34.29963733570152,,,,,,,,,,2015-05-31
2015,6,2,1,27,0,725.6237623762377,680.2722772277227,653.0613861386138,707.4831683168317,616.780198019802,,,686.3191419141914,36.65716902210217,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,45.35148514851494,,0.06666666666666687,,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,30,181,0,1,0,1,5,0.02581844022713308,-0.9996666485105112,0.7818314824680298,0.6234898018587336,680.2722772277227,,,,,,,,,,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,677.2488448844884,38.76601515823584,,,,,,,,,,2015-06-30
2015,7,3,4,31,0,743.7643564356435,725.6237623762377,680.2722772277227,653.0613861386138,707.4831683168317,,,716.5534653465347,32.70342102428282,687.8308580858087,47.449589607631175,686.7510608203677,43.4094616785138,18.140594059405885,,0.02499999999999991,,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,31,212,0,1,0,0,5,-0.4862727071086902,-0.8738071036110807,-0.433883739117558,-0.9009688679024191,725.6237623762377,,,,,,,,,,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,686.7510608203677,43.4094616785138,,,,,,,,,,2015-07-31
2015,8,3,0,36,0,770.9752475247525,743.7643564356435,725.6237623762377,680.2722772277227,653.0613861386138,,,746.7877887788778,22.82641361766184,713.5300330033002,42.800526679898745,697.2790841584158,50.01897868677065,27.21089108910894,,0.03658536585365857,,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,243,0,1,0,0,5,-0.8631421280499115,-0.5049610547215202,0.0,1.0,743.7643564356435,680.2722772277227,,,,,,,,,699.7086280056576,53.51438644102437,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,697.2790841584158,50.01897868677065,0.13333333333333353,90.70297029702976,,,,,,,,2015-08-31
2015,9,3,2,40,0,752.8346534653466,770.9752475247525,743.7643564356435,725.6237623762377,680.2722772277227,680.2722772277227,,755.8580858085808,13.855107571448997,721.0886138613861,45.44209759679527,703.4519251925192,50.3199428472446,-18.140594059405885,,-0.0235294117647058,,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,30,273,0,1,0,1,5,-0.9999166586547379,-0.012910296075008843,0.9749279121818236,-0.22252093395631434,770.9752475247525,616.780198019802,,,,,,,,,719.1449787835926,41.80028966653973,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,703.4519251925192,50.3199428472446,0.22058823529411775,136.0544554455446,,,,,,,,2015-09-30
2015,10,4,5,44,1,798.1861386138613,752.8346534653466,770.9752475247525,743.7643564356435,725.6237623762377,616.780198019802,,773.9986798679869,22.82641361766177,745.2760726072607,40.32628626044207,712.9253465346535,56.108909233644326,45.35148514851471,,0.06024096385542155,,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,31,304,0,1,0,0,5,-0.867456354729597,0.4975132889071803,-0.9749279121818236,-0.2225209339563146,752.8346534653466,707.4831683168317,,,,,,,,,732.1025459688826,50.69484291599108,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,712.9253465346535,56.108909233644326,0.1282051282051282,90.70297029702965,,,,,,,,2015-10-31
