index,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos,day_of_month,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,week_of_month,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,lag_1d,lag_7d,lag_14d,lag_30d,lag_4w,lag_8w,lag_12w,lag_3m,lag_6m,lag_12m,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,rolling_mean_12w,rolling_std_12w,rolling_mean_3m,rolling_std_3m,rolling_mean_6m,rolling_std_6m,rolling_mean_12m,rolling_std_12m,pct_change_1w,diff_1w,pct_change_1m,diff_1m,pct_change_1y,diff_1y,momentum_30d,momentum_90d,yoy_change
2010-01-01,620.4096534653465,2010,1,1,4,53,0,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,115.94957681251992,17.970297029703033,0.18689196108550932,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1,1,1,0,1,0,1,0.017213356155834685,0.9998518392091162,-0.433883739117558,-0.9009688679024191,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,620.4096534653465,81.98873203984336,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-02,736.3592302778665,2010,1,1,5,53,1,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,115.94957681251992,17.970297029703033,0.18689196108550932,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,2,2,0,0,0,0,1,0.03442161162274574,0.9994074007397048,-0.9749279121818236,-0.2225209339563146,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,678.3844418716064,81.98873203984336,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-03,704.7701181731076,2010,1,1,6,53,1,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,-31.589112104758897,17.970297029703033,-0.04289905090595347,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,3,3,0,0,0,0,1,0.051619667223253764,0.998666816288476,-0.7818314824680299,0.6234898018587334,736.3592302778665,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,687.1796673054401,59.94283995646589,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-04,526.9765314595975,2010,1,1,0,1,0,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,-177.79358671351008,17.970297029703033,-0.2522717438338382,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,4,4,0,0,0,0,1,0.06880242680231986,0.9976303053065857,0.0,1.0,704.7701181731076,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,647.1288833439795,93.8706054013078,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-05,554.5630006387735,2010,1,1,1,1,0,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,27.586469179175992,17.970297029703033,0.052348572530864335,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,5,5,0,0,0,0,1,0.08596479873744647,0.9962981749346078,0.7818314824680298,0.6234898018587336,526.9765314595975,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,628.6157068029382,91.22749830508793,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-06,552.8729958479719,2010,1,1,2,1,0,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,-1.690004790801595,17.970297029703033,-0.0030474531998256893,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,6,6,0,0,0,0,1,0.10310169744743485,0.9946708199115211,0.9749279121818236,-0.22252093395631434,554.5630006387735,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,615.9919216437772,87.25895293935054,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-07,580.1926221654423,2010,1,1,3,1,0,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,27.319626317470465,17.970297029703033,0.04941392783268217,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,7,7,0,0,0,0,1,0.1202080448993527,0.9927487224577402,0.43388373911755823,-0.900968867902419,552.8729958479719,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,610.8777360040151,80.7972049023488,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-08,607.3343532417757,2010,1,1,4,1,0,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,27.14173107633337,17.970297029703033,0.046780551905387435,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,8,8,0,0,0,0,2,0.13727877211326478,0.9905324521322229,-0.433883739117558,-0.9009688679024191,580.1926221654423,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,609.0098359720765,80.69118567869077,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,610.4348131587352,74.8141659966476,-0.02107526881720445,-13.075300223570821,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-09,720.7933966783775,2010,1,1,5,1,1,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,113.45904343660175,17.970297029703033,0.18681479621725683,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,9,9,0,0,0,0,2,0.15430882066428117,0.9880226656636976,-0.9749279121818236,-0.2225209339563146,607.3343532417757,736.3592302778665,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,606.7861454578637,76.71319670804627,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,622.696877994251,79.06161275123179,-0.021138912855910297,-15.565833599488997,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
2010-01-10,689.8269179175982,2010,1,1,6,1,1,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,590.8663366336633,580.3620462046205,40.42787391453349,588.2402640264025,33.671125708337776,663.0833333333334,113.96010895731956,-30.966478760779296,17.970297029703033,-0.04296165711767297,0.0304134724142266,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,10,10,0,0,0,0,2,0.1712931441814776,0.9852201067560606,-0.7818314824680299,0.6234898018587334,720.7933966783775,704.7701181731076,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,620.4096534653465,604.6514025642194,73.68004974900872,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,629.4098819865857,77.50391167239744,-0.021202942449156215,-14.943200255509396,0.03963133640552985,24.587663685723328,0.22668270525503154,140.63613861386136,3.963133640552985,-8.571428571428585,
